"idno","gender","age","income_decile","income_feel","ppl_take_advantage","ppl_mostly_helpful","trust_legal","trust_police","trust_politicians","trust_ep","trust_un","trust_polparties","trust_parliament","satisfied_government","satisfied_democracy","satisfied_economy"
40425,1,47,10,1,8,6,8,9,5,5,2,5,7,6,5,9
40509,2,44,1,3,4,6,7,8,9,5,10,5,7,3,4,2
40511,2,21,2,2,7,4,3,6,3,5,5,3,3,1,3,5
40513,1,23,8,1,4,4,3,2,3,4,4,3,2,2,2,4
40557,1,33,3,2,4,3,7,7,5,5,8,5,6,5,8,10
40579,2,18,NA,2,9,10,NA,10,10,NA,10,NA,10,NA,10,NA
40689,1,39,8,2,5,5,5,6,4,4,6,4,4,4,6,6
40880,2,36,8,1,7,5,8,7,6,4,5,5,8,5,8,8
40902,1,65,8,1,7,4,10,10,5,5,10,5,8,9,10,9
40913,2,42,10,1,9,7,8,8,7,NA,8,6,8,6,8,9
40969,1,72,4,1,8,8,8,8,7,6,6,7,8,7,7,7
40974,2,51,NA,1,6,5,7,8,4,NA,7,5,5,5,5,5
41005,1,79,4,1,7,7,7,8,2,5,5,4,5,7,9,8
41029,1,70,7,1,6,7,6,7,5,4,6,6,7,6,8,7
41149,2,35,8,1,5,7,6,9,4,8,8,6,9,5,9,8
41247,2,29,8,1,7,6,9,9,5,6,7,5,8,3,6,6
41256,1,48,10,1,8,8,10,10,7,7,10,5,10,9,8,10
41334,2,50,2,1,7,6,5,5,4,4,3,4,5,7,5,7
41346,2,17,NA,NA,9,3,8,8,7,9,9,7,9,7,9,7
41547,2,24,6,1,7,6,10,6,3,NA,7,3,7,7,10,4
41581,1,38,9,1,9,5,10,10,6,10,10,6,10,8,10,8
41609,2,74,5,1,7,8,9,9,4,2,4,5,4,5,7,9
41653,1,34,6,1,9,7,7,7,1,1,5,1,3,3,5,8
41697,2,66,7,1,9,8,9,8,8,NA,7,7,9,5,9,8
41721,2,28,5,2,9,7,8,8,7,7,7,7,8,5,8,8
41727,1,40,10,2,8,7,7,8,6,6,8,5,8,7,7,9
41729,1,57,3,1,7,8,2,6,5,4,7,5,7,2,3,8
41862,2,44,9,1,7,6,9,9,6,6,8,6,8,2,9,7
41872,2,38,3,2,7,3,2,4,1,NA,5,1,3,2,3,4
41943,2,48,4,1,8,7,7,7,6,5,6,5,7,7,8,7
41947,2,54,9,1,7,7,9,9,8,9,9,7,9,7,8,8
42001,1,55,2,2,8,9,8,10,7,NA,7,7,7,8,9,9
42161,2,90,1,1,8,8,8,9,6,2,7,5,8,6,7,5
42172,2,63,2,3,6,5,5,6,4,3,5,4,3,2,6,3
42227,2,83,2,1,10,10,8,10,9,NA,8,8,8,10,8,10
42289,2,38,10,1,7,4,5,7,4,5,5,4,6,6,7,6
42290,1,47,6,1,8,4,10,8,7,8,9,8,9,2,9,7
42302,2,17,NA,2,10,9,10,10,9,NA,10,9,10,10,10,10
42336,1,NA,5,2,6,7,7,4,5,3,4,4,7,5,5,6
42337,1,50,4,1,8,5,8,8,5,NA,NA,5,8,8,10,10
42372,1,20,NA,2,8,5,6,7,3,5,6,4,4,5,6,8
42430,2,45,7,2,8,5,9,8,4,6,8,6,9,3,6,9
42455,1,58,2,2,3,7,7,8,3,4,5,3,6,2,6,5
42488,1,24,1,2,7,9,9,9,7,7,8,7,9,8,10,8
42534,2,33,10,1,9,9,9,10,8,7,8,8,8,1,8,5
42548,2,54,10,2,9,5,9,6,6,7,7,6,7,5,8,7
42604,2,19,7,1,5,5,9,8,6,8,9,6,9,6,6,8
42634,1,90,8,1,8,2,10,8,4,8,8,7,0,8,8,8
42670,1,61,8,1,7,7,7,9,5,NA,6,5,5,7,7,7
42697,2,29,NA,2,9,8,8,10,6,6,7,6,6,3,NA,10
42745,1,60,7,1,8,9,8,9,6,5,7,6,7,8,9,9
42795,2,52,3,2,8,8,8,8,7,6,8,6,8,8,8,8
42906,1,47,5,2,3,6,0,6,6,8,5,7,7,8,5,5
42959,1,66,8,1,7,7,8,8,7,7,7,6,8,6,7,9
43010,2,55,10,1,7,9,9,9,6,8,9,6,8,6,9,10
43069,2,44,9,2,9,6,8,9,7,5,5,7,7,6,9,7
43080,1,29,10,1,5,6,9,9,5,8,9,3,6,6,8,10
43376,1,48,10,1,7,7,8,8,7,6,7,7,7,5,8,8
43415,1,65,7,2,7,6,4,9,4,4,5,8,4,6,8,7
43416,2,15,NA,1,9,9,9,10,9,8,10,8,10,7,7,7
43432,2,17,4,1,8,5,6,5,4,4,5,4,5,7,6,10
43485,1,48,6,1,7,8,10,9,6,5,8,6,9,6,9,10
43560,1,52,6,2,10,6,9,7,6,6,6,5,7,5,7,9
43600,2,45,8,1,9,9,9,9,7,6,8,8,9,6,9,9
43656,1,71,1,3,8,8,8,6,1,1,4,2,2,6,2,8
43662,2,45,5,1,5,5,9,9,8,8,9,8,9,8,9,10
43688,2,28,7,1,8,8,10,10,9,8,8,8,10,7,8,9
43707,1,78,3,2,9,5,8,5,4,5,7,4,5,8,9,9
43803,2,39,8,1,8,8,9,8,5,NA,6,5,6,4,8,6
44396,2,24,8,1,7,8,8,10,6,8,8,6,6,6,5,7
44461,1,16,8,1,7,3,10,9,8,4,10,8,10,7,10,10
44472,1,55,7,1,4,6,6,7,5,4,7,3,6,6,6,7
44484,1,74,5,1,8,8,8,8,5,6,6,5,8,5,8,8
44488,1,75,7,1,7,5,8,8,6,6,7,6,8,7,9,8
44489,1,53,6,1,10,8,9,8,2,4,5,2,5,1,6,6
44637,1,42,8,1,7,9,10,10,6,8,9,6,8,7,9,6
44665,1,64,3,1,0,1,5,5,2,2,2,2,3,5,6,10
44795,2,37,6,2,5,7,8,5,5,NA,NA,5,8,6,8,8
44892,2,62,3,2,5,7,4,4,4,4,7,4,7,4,5,6
44955,1,28,2,3,4,2,7,6,4,5,8,6,8,3,8,3
44996,1,46,4,1,8,8,10,10,3,2,5,3,7,5,5,9
45030,1,28,6,1,8,7,6,6,4,4,6,4,7,3,7,8
45046,1,51,7,1,7,6,9,8,5,3,5,7,9,8,8,5
45050,2,18,NA,1,7,4,5,8,5,6,6,3,6,4,8,3
45071,1,65,8,1,8,8,7,7,5,2,5,5,6,1,8,9
45104,1,19,10,1,3,0,NA,10,5,NA,10,7,10,4,10,10
45152,1,43,10,1,7,7,9,7,7,7,7,8,8,5,8,9
45155,1,17,3,2,7,4,4,8,5,7,8,6,7,6,6,7
45206,1,32,8,1,1,1,8,8,2,NA,5,6,6,4,10,3
45236,1,69,4,1,8,8,8,9,5,4,7,4,7,6,7,7
45239,1,58,2,1,8,7,6,6,6,6,6,6,6,6,5,8
45264,2,44,6,1,5,6,10,10,8,8,9,8,9,7,10,6
45319,2,20,3,2,7,3,6,7,6,7,7,3,5,6,8,8
45337,1,38,2,1,7,7,9,10,6,5,7,5,8,4,9,9
45368,1,25,3,4,6,8,5,6,4,3,5,3,4,5,8,8
45389,1,49,8,1,7,5,7,9,3,6,9,4,4,4,7,7
45400,2,48,9,1,8,6,9,8,6,4,6,4,8,5,8,8
45408,1,23,NA,1,10,3,7,7,5,NA,7,5,6,6,4,9
45485,1,19,NA,1,7,6,10,10,9,9,10,7,10,8,10,10
45610,2,42,6,1,7,6,8,9,5,NA,8,6,7,7,9,6
45636,2,17,NA,1,7,8,9,9,6,6,9,6,9,7,9,8
45734,2,47,6,1,5,5,7,1,4,6,6,4,5,6,8,6
45839,2,50,4,2,8,5,8,9,4,3,6,4,6,4,7,4
45844,1,19,4,1,3,4,9,9,5,3,6,5,6,5,7,4
45854,1,18,NA,3,5,7,9,10,5,7,8,4,7,7,7,9
45900,1,38,8,2,8,6,8,7,4,NA,8,4,6,3,3,8
45905,1,65,NA,3,7,8,8,8,8,NA,NA,5,10,8,8,9
45926,1,41,10,1,8,7,8,9,5,6,5,5,7,7,9,8
45930,2,44,9,1,8,8,7,8,5,8,9,5,8,7,7,10
45980,1,73,2,1,6,7,6,8,4,NA,6,4,5,5,5,6
46034,2,29,NA,2,7,4,6,7,5,5,8,5,6,5,8,7
46039,2,34,6,2,9,8,5,4,5,7,9,5,5,7,6,8
46112,1,56,5,1,8,7,8,8,7,7,8,6,8,7,8,8
46188,1,61,9,1,7,3,6,4,7,3,1,7,8,8,5,10
46225,1,55,6,1,9,9,7,7,5,NA,6,5,7,8,3,8
46244,2,55,6,2,7,7,5,7,3,4,6,3,4,5,6,7
46268,1,51,5,1,10,10,8,9,5,5,8,5,5,3,6,6
46359,1,20,1,1,7,5,8,8,5,4,6,5,6,7,6,8
46482,1,72,6,1,5,5,10,10,5,5,7,5,8,4,7,8
46526,2,31,7,1,5,5,8,9,6,NA,7,6,7,5,5,8
46543,1,31,7,2,4,8,7,6,8,NA,8,8,8,5,6,8
46585,2,71,8,1,10,8,9,9,8,6,7,8,9,4,8,8
46613,1,61,10,1,4,5,8,6,4,3,4,4,7,7,5,7
46620,1,38,4,1,7,7,5,9,5,5,5,3,5,7,9,8
46653,1,58,8,1,7,6,8,9,6,5,7,6,8,5,8,7
46795,1,59,3,1,8,5,8,7,7,5,7,6,7,5,8,10
46799,1,59,6,1,8,5,8,6,7,4,7,7,10,1,9,8
46837,1,42,4,3,5,5,8,8,3,NA,0,5,10,7,10,8
46894,2,19,7,1,7,6,7,8,5,7,6,5,7,5,7,6
46896,2,46,4,1,8,7,10,10,8,10,10,7,10,8,10,9
46960,1,66,4,1,7,5,10,9,6,8,9,8,8,5,9,10
47008,1,37,3,1,5,5,6,7,3,0,8,2,5,4,7,8
47035,2,41,7,3,9,8,10,10,8,10,9,8,10,7,10,10
47066,1,65,7,1,9,7,10,10,4,7,10,5,10,1,7,2
47125,1,66,3,2,9,8,9,8,5,5,5,5,6,4,7,7
47268,2,66,7,1,5,5,7,7,2,3,8,4,8,6,7,6
47422,1,32,10,1,7,3,6,5,6,6,6,6,6,7,6,8
47485,1,16,5,2,5,3,10,8,7,9,10,7,10,8,8,8
47492,1,50,5,1,10,7,5,5,1,0,5,3,1,7,4,7
47503,1,47,4,1,7,6,7,7,6,5,7,5,6,5,6,6
47529,1,52,6,2,7,3,7,6,5,5,5,5,6,5,5,6
47739,1,49,1,3,7,6,7,4,0,2,7,4,6,3,2,7
47748,2,42,10,1,6,6,8,9,6,5,5,6,6,6,5,8
47758,2,55,8,1,8,8,6,10,5,NA,NA,7,5,3,9,8
47781,2,25,3,2,7,6,5,4,3,5,6,3,3,3,8,5
47789,1,21,3,2,8,7,8,9,6,9,10,4,6,6,6,9
47842,2,90,2,1,8,2,8,8,2,5,5,2,5,7,5,5
47889,1,82,4,1,5,5,3,2,2,3,3,5,10,8,8,10
48027,1,72,4,1,9,8,7,8,8,7,9,7,9,8,10,9
48054,2,27,5,2,3,5,9,8,6,7,7,6,7,5,7,7
48074,1,86,3,1,8,7,7,7,5,4,8,5,5,3,7,6
48135,2,81,1,2,7,10,7,8,6,0,7,3,4,7,6,5
48195,2,53,8,1,8,6,8,10,5,5,8,5,6,6,8,8
48218,1,58,7,2,8,5,8,8,5,5,NA,5,8,8,9,8
48231,1,66,9,1,8,4,10,10,7,10,6,7,8,4,7,9
48233,2,27,3,2,7,5,9,10,5,NA,8,NA,8,8,8,8
48245,2,54,NA,2,5,6,4,6,4,2,3,4,4,6,6,5
48313,1,72,5,1,9,4,6,9,8,5,5,8,7,1,8,10
48350,2,79,7,2,9,1,8,10,6,6,5,9,7,5,9,9
48396,1,57,4,1,8,5,5,4,6,NA,4,6,7,6,9,8
48479,2,56,4,2,8,9,6,7,5,NA,8,5,7,5,7,8
48499,2,72,4,2,8,8,10,10,6,7,10,6,8,7,9,10
48575,2,75,3,1,3,3,6,5,3,5,7,4,6,4,3,6
48652,1,71,3,2,3,3,5,5,5,5,8,5,5,7,7,8
48678,1,75,5,1,10,10,7,6,6,7,10,6,6,7,6,6
48743,1,NA,7,2,7,6,9,9,6,5,8,3,7,7,5,8
48766,1,41,6,2,7,7,6,6,3,2,2,3,4,3,3,5
48822,1,66,5,1,10,10,5,10,2,2,6,2,3,2,5,6
48843,2,58,9,3,7,6,8,8,2,7,8,2,7,6,8,6
48846,1,80,3,1,8,6,5,8,8,5,8,8,8,5,7,10
48966,1,65,10,1,8,8,7,7,7,7,8,8,8,8,8,8
48994,2,78,2,1,8,6,5,5,4,3,6,6,6,3,6,5
49055,2,38,7,1,7,7,9,10,7,8,8,7,8,8,9,9
49061,1,16,NA,NA,8,9,NA,8,NA,NA,5,NA,NA,NA,NA,NA
49111,1,50,10,1,5,8,7,8,5,NA,NA,5,5,7,9,8
49133,1,69,4,2,9,7,7,5,8,7,8,8,6,3,8,4
49138,2,22,1,2,7,5,7,8,4,5,6,5,6,6,8,7
49157,1,51,7,1,9,7,9,9,6,NA,8,4,7,7,7,8
49159,1,37,5,2,8,5,7,7,5,5,5,5,5,5,6,10
49256,1,26,6,1,8,9,8,9,7,5,6,6,7,6,8,6
49264,1,75,4,1,8,9,9,9,4,3,7,5,8,7,9,9
49279,1,53,2,3,8,8,5,5,3,3,NA,3,5,3,3,3
49453,2,41,9,1,9,6,9,10,8,8,9,8,8,6,7,8
49556,2,52,7,2,3,4,7,7,5,5,6,5,6,5,8,6
49566,2,64,5,1,9,7,9,8,5,4,8,5,8,4,8,7
49715,2,42,5,1,9,3,10,10,6,5,8,4,8,7,9,8
49730,2,54,9,1,8,8,6,6,7,7,7,7,7,5,8,5
49802,2,46,6,1,8,5,8,8,3,NA,5,4,2,9,4,9
49861,1,66,2,3,6,5,8,10,7,8,10,5,8,5,8,5
49869,2,27,7,1,8,8,8,8,7,8,8,7,6,6,7,8
49955,1,64,6,1,7,8,8,6,6,4,6,5,6,7,8,7
50109,2,61,NA,1,8,8,9,9,9,9,9,9,9,8,8,8
50133,2,60,6,1,8,8,10,10,6,7,10,6,8,5,7,7
50169,1,33,3,3,7,7,8,8,6,7,9,7,7,3,6,8
50312,1,75,5,1,4,7,9,8,5,7,9,5,9,6,9,8
50326,1,42,6,1,9,8,9,10,9,5,5,9,9,5,10,8
50371,1,50,7,1,5,4,8,9,5,NA,9,4,8,6,8,7
50397,1,40,10,1,5,6,8,8,6,7,8,6,7,6,8,7
50524,2,36,8,2,5,6,10,10,9,NA,10,9,10,6,7,7
50750,1,39,9,1,5,5,7,7,3,5,7,4,5,4,6,6
50754,2,49,3,2,7,8,8,8,5,5,6,5,9,7,10,9
50845,1,17,NA,1,5,4,8,6,6,7,7,6,7,7,8,8
50866,2,58,2,1,3,4,8,8,4,4,6,4,6,8,7,7
50886,1,60,10,1,9,8,9,9,4,2,4,5,8,7,8,8
50916,1,38,8,2,6,5,6,6,4,4,6,4,6,7,7,6
50930,2,41,8,1,8,5,9,9,6,6,8,6,8,5,8,8
50955,2,49,10,1,7,7,9,9,7,7,8,7,8,2,4,8
50989,1,72,3,1,6,6,6,6,5,5,5,4,6,8,7,8
51067,1,38,9,1,6,7,5,5,4,5,6,6,5,3,7,7
51090,2,58,5,2,8,7,9,8,6,6,7,6,9,5,6,7
51148,2,26,7,2,8,6,9,9,4,5,6,4,6,3,8,8
51208,2,17,6,1,3,6,NA,10,NA,NA,NA,NA,NA,NA,10,10
51258,2,48,NA,2,NA,10,6,5,3,NA,NA,2,3,2,3,5
51259,2,NA,2,2,8,5,6,2,NA,1,NA,5,3,NA,7,3
51301,1,49,10,1,7,7,9,7,6,6,8,6,10,7,9,10
51351,1,32,4,1,7,6,7,9,5,7,7,4,7,3,8,10
51364,1,31,7,1,6,4,9,8,8,9,8,8,8,7,6,8
51412,2,33,3,2,8,9,8,9,5,8,8,7,7,7,8,7
51429,1,30,3,1,7,6,7,9,6,5,8,7,8,6,9,6
51453,2,81,4,1,10,9,8,10,3,3,8,5,6,4,9,9
51494,2,53,6,2,8,5,8,8,6,7,8,6,7,7,8,7
51506,2,22,6,NA,5,6,4,4,5,NA,7,4,5,4,7,5
51514,2,66,6,1,9,8,7,6,5,4,6,6,6,2,2,2
51522,1,72,5,1,8,7,9,8,8,6,3,8,9,5,7,5
51558,1,40,8,2,7,4,8,7,4,4,5,4,7,5,7,7
51625,2,66,6,1,10,6,8,10,5,4,8,5,7,6,6,7
51696,2,39,10,1,8,7,9,9,7,8,9,7,8,4,8,8
51731,2,73,4,1,8,6,7,7,7,7,9,7,8,3,5,5
51739,2,63,NA,1,9,9,10,10,8,8,10,8,9,8,9,10
51782,1,16,NA,NA,5,4,9,10,8,8,10,9,9,8,10,9
51820,2,42,7,2,8,8,7,9,5,NA,9,5,7,4,6,5
51998,1,25,5,1,6,5,9,8,5,8,9,5,8,5,7,7
52036,2,35,9,1,9,5,9,8,6,NA,8,7,8,7,9,8
52093,1,43,3,2,3,0,10,8,10,8,7,8,9,9,9,8
52130,1,37,4,3,7,5,6,6,0,0,8,0,0,0,2,3
52213,1,57,10,1,8,7,9,8,4,4,3,4,8,4,9,8
52326,1,47,10,1,5,6,10,10,7,6,9,7,9,5,5,7
52328,2,62,3,2,8,8,8,10,8,6,8,7,6,7,8,7
52394,2,37,NA,1,3,5,9,9,7,6,8,6,9,7,8,9
52439,2,58,7,1,8,5,9,9,5,5,7,5,7,4,6,9
52450,1,22,2,1,5,6,10,10,5,8,8,5,8,7,8,8
52496,1,48,10,1,7,5,10,8,7,5,9,7,8,8,9,8
52564,2,21,NA,1,7,5,8,9,6,7,9,7,8,5,7,9
52634,2,31,7,1,9,8,9,9,5,8,9,5,7,6,8,7
52707,2,58,5,2,7,5,9,8,4,5,5,4,8,6,8,10
52710,1,50,10,1,8,9,9,8,7,8,9,8,9,7,9,9
52845,1,53,10,1,10,10,8,7,7,NA,7,7,7,5,6,9
52879,1,69,4,2,8,9,9,7,4,3,6,4,5,3,6,5
52961,2,22,NA,2,7,3,8,9,7,7,8,7,9,6,7,7
53001,2,58,5,1,9,4,6,4,0,NA,5,0,2,2,7,3
53081,1,59,6,1,7,4,3,5,2,5,6,4,4,4,5,5
53088,1,40,10,1,7,6,8,7,6,6,8,6,9,5,7,8
53105,2,15,NA,1,4,5,6,8,6,6,6,8,7,4,9,6
53142,1,81,4,1,8,7,8,8,4,7,8,4,6,4,7,8
53157,1,19,3,2,7,5,5,7,4,NA,1,0,2,2,4,3
53181,1,37,6,1,7,6,10,8,6,7,7,6,9,6,9,9
53195,2,29,9,1,8,8,10,10,7,10,10,9,7,7,10,10
53240,1,75,5,1,8,5,8,7,5,NA,NA,5,8,5,7,8
53256,1,35,8,1,7,4,8,6,5,7,8,7,7,5,6,8
53319,2,38,9,1,9,7,9,10,7,6,8,7,6,4,7,8
53376,1,27,7,2,3,3,10,10,2,10,10,3,8,7,8,8
53430,1,21,9,1,7,3,7,9,3,NA,7,3,5,7,4,8
53477,1,NA,NA,2,10,7,0,3,0,NA,NA,2,1,0,2,7
53490,2,59,3,1,7,4,10,10,7,8,10,7,8,4,10,7
53503,2,53,4,1,6,5,10,10,8,10,10,9,10,7,10,7
53592,1,64,4,1,7,8,8,8,6,6,6,6,7,6,9,9
53812,1,45,3,1,5,6,8,8,4,4,7,5,6,5,8,7
53883,1,30,3,2,4,3,6,4,1,0,10,3,8,5,5,10
53912,2,44,2,4,9,9,9,9,7,7,8,7,7,7,7,7
53918,2,28,4,1,8,6,6,6,4,4,8,4,7,5,6,9
53952,2,61,9,1,8,7,8,8,7,8,9,7,7,8,9,9
53957,1,20,3,3,0,10,6,10,10,NA,8,9,6,8,9,7
53969,1,51,7,1,8,8,9,9,7,5,7,5,8,3,5,8
53983,2,51,5,1,9,5,9,9,5,7,8,4,9,6,8,9
53993,1,73,5,1,10,10,10,10,5,0,10,5,5,3,3,10
54003,2,63,7,1,8,8,9,9,8,5,7,9,10,7,9,9
54127,1,75,4,1,7,8,9,10,6,0,10,6,8,7,7,8
54140,2,29,6,1,7,6,7,6,5,4,5,5,6,5,7,7
54151,1,75,2,2,5,7,3,6,3,0,9,6,8,6,7,8
54227,2,57,10,1,9,6,9,9,6,NA,8,6,7,6,7,9
54259,2,30,1,3,4,6,4,4,4,4,4,3,3,3,6,3
54268,2,52,9,1,8,6,9,9,7,5,6,5,8,7,9,8
54303,1,38,NA,1,8,8,8,8,8,8,10,8,8,10,10,10
54344,1,17,7,1,9,7,10,10,7,9,10,6,10,8,10,10
54375,2,46,2,2,6,5,8,10,8,9,8,NA,6,10,8,8
54432,2,60,7,1,7,5,9,9,7,NA,9,7,7,6,9,8
54441,2,70,1,1,8,8,7,9,5,NA,5,5,6,6,8,9
54453,2,48,2,1,8,6,8,6,6,7,8,6,9,7,8,8
54492,1,62,3,2,6,4,5,2,4,5,6,7,4,4,6,7
54575,1,36,4,1,8,8,9,7,0,0,6,0,0,0,3,8
54587,1,23,4,2,5,5,4,6,4,5,4,7,4,2,6,5
54656,2,62,9,2,9,7,9,10,9,9,10,9,9,8,10,8
54659,2,63,5,2,7,6,8,8,9,8,8,8,5,6,6,5
54905,1,53,7,2,5,5,7,7,5,5,7,6,6,6,7,7
54942,1,69,5,1,9,8,10,9,6,5,5,6,9,9,8,8
55010,1,56,7,1,9,8,8,6,6,9,10,6,9,9,9,9
55079,1,NA,8,1,7,4,5,5,5,5,7,5,7,6,6,8
55109,2,51,8,2,9,8,9,9,8,7,8,8,8,3,9,8
55219,1,40,8,1,4,1,8,7,4,4,8,4,8,8,8,8
55248,1,63,9,2,8,6,7,7,8,7,8,6,8,6,8,8
55291,1,48,6,1,8,7,9,9,4,3,7,4,7,4,7,9
55292,2,55,4,2,8,8,7,8,5,3,3,3,7,8,6,5
55296,2,77,1,2,9,10,10,9,8,6,8,8,10,3,8,5
55418,2,35,3,3,8,5,7,7,6,5,8,5,5,3,7,5
55424,1,26,4,3,8,8,5,6,2,5,5,2,6,6,8,7
55443,2,18,NA,1,4,5,7,7,5,NA,10,5,7,7,8,7
55534,2,17,NA,1,3,5,9,7,6,8,9,6,8,7,8,9
55551,1,70,10,1,8,5,9,10,8,9,10,8,10,9,10,10
55623,1,46,3,2,8,3,2,2,7,4,9,8,5,2,7,9
55736,2,40,7,2,7,8,8,7,6,9,9,7,8,7,10,7
55869,2,48,8,2,9,5,9,8,7,6,9,7,10,6,9,8
55900,2,20,4,2,4,3,6,7,3,4,6,4,4,4,4,5
55978,1,64,7,1,7,5,5,6,5,7,6,7,7,8,8,8
56009,1,60,3,2,10,2,7,5,3,NA,5,3,0,3,2,5
56028,2,32,5,2,10,8,8,9,5,5,9,4,5,3,6,5
56044,1,36,6,1,4,3,9,10,3,6,7,2,4,3,5,8
56167,1,44,10,1,7,7,9,9,7,7,8,7,8,5,8,7
56263,2,31,8,1,5,5,9,10,9,5,7,7,9,9,9,10
56305,1,54,1,2,7,4,9,8,5,2,9,5,8,4,9,8
56334,1,36,7,2,7,7,8,7,5,6,8,6,6,6,8,6
56427,2,40,5,1,7,5,8,8,6,7,8,6,7,6,8,7
56519,1,56,6,1,8,8,7,7,6,4,7,6,6,7,8,9
56528,1,64,2,2,5,7,4,4,4,NA,7,4,7,4,6,7
56550,2,58,3,1,5,6,6,8,8,7,7,7,7,8,8,8
56552,1,66,5,1,9,7,8,10,6,8,10,5,10,9,8,8
56559,1,53,7,1,8,7,8,8,3,8,8,5,4,4,6,8
56572,1,56,NA,1,7,9,7,8,7,6,8,7,7,9,8,9
56664,1,38,8,3,7,3,7,4,6,7,10,7,8,7,7,8
56724,1,50,10,1,8,5,9,9,5,7,9,5,7,8,9,9
56767,2,25,3,2,7,6,10,10,5,8,10,7,7,7,8,8
56980,1,43,3,1,6,4,4,10,3,5,8,3,8,2,3,6
57050,2,34,10,1,8,8,6,7,3,5,7,3,5,7,7,9
57078,1,50,9,1,8,8,7,8,6,7,9,7,8,8,9,10
57104,1,47,10,1,8,6,8,8,5,4,7,5,7,8,3,7
57105,1,75,3,1,8,7,8,10,6,6,7,6,8,4,7,6
57162,2,19,NA,2,7,6,7,9,6,NA,8,8,9,7,9,7
57166,1,58,7,1,8,8,8,7,6,8,6,6,9,8,10,9
57192,1,45,4,2,4,4,6,6,3,0,1,3,4,7,4,10
57193,1,26,2,1,6,6,9,9,5,NA,7,4,7,6,8,7
57200,2,56,2,3,9,6,4,6,2,NA,6,5,4,1,5,9
57223,2,66,4,2,8,8,7,10,0,NA,5,0,NA,5,5,7
57238,1,36,1,4,10,10,NA,10,NA,NA,10,10,0,0,0,0
57298,2,57,5,1,4,4,8,9,5,5,8,5,7,5,8,8
57394,1,65,1,2,7,9,0,7,4,0,6,4,5,7,8,5
57398,2,46,5,1,9,7,10,10,5,3,3,6,10,4,9,5
57400,1,28,6,1,8,3,7,7,5,7,9,5,6,7,7,3
57539,2,28,4,2,8,5,10,10,6,7,7,7,8,5,8,3
57555,1,52,6,2,8,6,4,3,0,0,0,0,3,4,4,7
57601,1,73,5,1,9,9,8,7,4,5,7,6,2,5,9,8
57632,1,45,6,1,8,6,7,7,5,NA,6,5,5,6,6,7
57674,1,54,8,2,5,7,7,8,5,4,7,5,6,6,7,8
57679,1,44,4,2,9,7,9,8,7,7,8,7,9,4,8,8
57733,1,39,7,1,8,6,9,8,5,7,7,5,9,4,7,7
57739,2,70,4,1,6,7,7,7,6,7,8,6,3,6,7,7
57790,1,19,10,1,8,7,10,10,8,NA,10,8,10,8,8,6
57815,1,47,8,1,8,7,9,8,7,7,8,7,9,9,8,8
57817,1,25,1,1,7,8,9,7,6,8,8,8,7,5,9,9
57853,2,67,4,2,5,8,NA,8,5,NA,7,5,5,2,2,2
57860,1,20,6,2,6,4,9,10,6,8,9,7,8,7,8,9
57899,1,NA,4,1,10,4,6,7,7,8,8,6,6,5,7,7
57921,1,29,5,1,7,8,9,6,6,6,8,6,7,8,7,8
57922,2,29,7,2,6,5,8,8,5,5,6,5,6,5,9,7
57990,1,59,3,2,8,6,8,8,6,6,6,6,7,5,7,6
58072,1,24,1,2,7,6,9,9,6,7,7,7,7,4,7,7
58162,2,66,NA,1,7,7,6,7,5,6,6,5,5,6,6,7
58187,2,60,3,2,8,5,6,8,3,4,4,3,3,5,7,8
58209,1,38,8,1,7,7,9,9,6,7,9,7,8,7,8,7
58221,2,66,5,1,10,6,9,6,8,9,9,7,9,8,8,8
58318,2,50,2,2,3,8,7,8,6,NA,7,6,8,8,7,10
58339,2,35,7,1,10,6,9,8,6,5,6,5,7,4,4,7
58433,2,60,1,4,7,5,6,7,3,2,5,3,5,2,4,3
58470,1,54,4,2,5,0,8,9,6,2,3,6,8,3,9,8
58473,2,60,9,1,7,7,9,8,8,8,9,8,6,7,6,6
58500,1,58,7,2,7,5,7,8,5,NA,8,4,6,7,7,9
58513,1,49,5,2,9,7,8,9,7,6,9,7,8,4,9,10
58570,2,17,5,1,7,5,7,7,3,NA,10,2,5,4,7,5
58670,2,32,2,1,7,7,2,8,0,NA,8,0,0,3,8,5
58704,2,53,10,1,7,5,8,7,5,NA,8,5,8,6,6,7
58757,1,69,6,1,10,10,10,5,5,5,6,7,10,8,10,9
58777,2,39,10,1,8,7,9,8,5,7,8,4,5,3,6,8
58781,2,25,NA,3,7,8,9,9,6,NA,8,6,7,7,9,7
58845,1,23,2,3,9,5,8,7,6,5,7,7,8,6,8,6
58867,2,56,5,2,7,6,8,8,7,6,9,8,9,9,9,9
58897,1,29,4,2,5,5,7,7,6,5,8,6,5,7,9,9
58901,2,63,3,2,1,3,7,8,3,NA,NA,3,3,4,4,NA
59000,2,30,10,1,5,7,8,8,2,NA,6,2,5,NA,5,8
59012,2,17,7,1,6,5,7,7,7,7,9,8,8,8,9,8
59079,1,45,2,2,8,5,9,9,9,7,8,9,9,8,9,8
59204,2,69,2,2,10,5,7,8,5,1,8,6,8,2,2,1
59241,2,49,6,2,2,6,1,0,0,1,3,1,1,0,0,1
59257,1,77,NA,1,4,4,10,9,8,6,6,6,9,9,9,9
59261,2,45,NA,1,8,6,8,9,6,3,7,6,8,6,8,8
