"idno","cntry","country","gender","age","income_feel","income_decile","trust_parl","trust_legalsys","trust_police","trust_politicians","trust_polparties","trust_eurparl","trust_unitednations"
937619,"DK","Denmark","female",58,1,NA,8,7,7,6,7,5,8
937627,"DK","Denmark","male",45,1,10,8,10,10,7,7,6,8
937643,"DK","Denmark","female",54,1,10,3,9,8,4,3,5,8
937677,"DK","Denmark","male",89,1,5,7,8,8,8,8,4,6
937716,"DK","Denmark","female",71,2,5,4,7,8,6,4,5,7
937758,"DK","Denmark","male",53,1,8,8,10,10,7,7,6,6
937774,"DK","Denmark","female",38,2,7,3,8,8,4,4,5,7
937782,"DK","Denmark","male",55,1,9,6,8,8,6,6,6,7
937805,"DK","Denmark","female",55,1,8,5,8,8,5,5,5,7
937813,"DK","Denmark","male",39,2,5,7,7,9,4,5,5,5
937821,"DK","Denmark","male",61,2,5,2,4,4,2,2,2,4
937839,"DK","Denmark","male",57,1,8,7,9,10,7,7,7,9
937863,"DK","Denmark","male",47,2,6,8,9,9,6,6,NA,7
937910,"DK","Denmark","male",51,2,5,8,5,7,5,6,7,8
937928,"DK","Denmark","female",61,1,NA,9,10,10,8,6,4,8
937952,"DK","Denmark","female",41,1,7,8,8,8,5,6,3,4
937960,"DK","Denmark","female",60,1,9,6,9,7,4,5,5,7
938005,"DK","Denmark","female",26,1,3,6,8,7,6,7,8,6
938013,"DK","Denmark",NA,46,1,10,1,9,9,2,2,4,4
938039,"DK","Denmark","male",41,1,9,8,9,8,6,6,4,7
938047,"DK","Denmark",NA,58,2,9,5,8,8,4,3,0,5
938055,"DK","Denmark","female",35,1,8,7,10,10,7,8,5,8
938063,"DK","Denmark","male",70,1,5,2,8,10,2,2,2,2
938071,"DK","Denmark","female",52,1,7,6,8,9,3,3,3,6
938102,"DK","Denmark","male",51,1,10,3,7,7,3,3,0,5
938110,"DK","Denmark",NA,68,1,6,9,10,10,7,10,8,4
938128,"DK","Denmark","male",68,1,6,6,8,8,7,6,4,5
938136,"DK","Denmark","female",29,3,3,3,6,7,3,4,NA,NA
938160,"DK","Denmark","male",54,3,5,0,3,8,3,3,0,8
938178,"DK","Denmark","female",23,1,2,4,7,7,5,2,6,6
938194,"DK","Denmark","male",88,1,1,6,7,10,5,6,6,7
938225,"DK","Denmark","female",15,1,NA,7,8,8,6,7,9,8
938241,"DK","Denmark","female",53,2,1,9,8,9,4,6,8,7
938259,"DK","Denmark","female",50,1,10,7,8,8,7,7,6,6
938283,"DK","Denmark","female",22,2,1,6,6,7,5,5,3,4
938348,"DK","Denmark","female",41,2,6,9,8,8,7,8,9,8
938356,"DK","Denmark","male",39,1,10,5,10,9,7,5,4,4
938364,"DK","Denmark","male",29,1,9,5,8,7,4,4,4,7
938372,"DK","Denmark","female",61,1,3,4,8,9,4,NA,5,8
938380,"DK","Denmark","female",16,1,NA,6,6,9,5,8,7,7
938398,"DK","Denmark","male",46,1,10,6,8,8,6,6,7,7
938411,"DK","Denmark","female",71,2,4,5,5,8,1,1,5,5
938437,"DK","Denmark","male",16,NA,NA,8,7,9,7,7,5,7
938453,"DK","Denmark","male",71,2,3,0,4,7,4,4,0,8
938461,"DK","Denmark","male",41,1,9,6,7,8,5,5,5,4
938479,"DK","Denmark","male",49,1,6,9,9,8,7,8,7,6
938487,"DK","Denmark","male",81,2,1,3,3,7,2,8,3,5
938495,"DK","Denmark","male",69,1,7,8,10,9,6,7,8,10
938534,"DK","Denmark","male",16,1,10,7,7,8,7,7,7,NA
938542,"DK","Denmark","male",38,1,9,8,8,9,6,6,6,7
938550,"DK","Denmark","female",35,1,5,5,8,9,7,7,4,8
938607,"DK","Denmark","male",24,1,4,8,9,10,6,6,7,8
938615,"DK","Denmark","female",23,3,1,6,5,8,7,7,5,8
938623,"DK","Denmark","male",23,2,NA,10,10,10,6,8,9,10
938631,"DK","Denmark","female",55,1,7,6,7,8,6,6,6,7
938657,"DK","Denmark","female",31,1,10,7,9,7,6,6,5,7
938665,"DK","Denmark","female",18,1,10,5,7,4,3,5,6,2
938681,"DK","Denmark","female",23,1,1,3,1,1,2,2,2,2
938699,"DK","Denmark","male",81,1,6,7,10,10,6,3,4,5
938704,"DK","Denmark","female",49,1,8,6,9,10,7,7,5,7
938720,"DK","Denmark","female",49,1,5,7,9,9,5,5,7,5
938788,"DK","Denmark","male",44,2,3,4,6,9,3,3,2,5
938843,"DK","Denmark","female",36,2,6,6,8,6,4,3,3,8
938851,"DK","Denmark","female",22,1,NA,3,8,9,4,3,4,4
938885,"DK","Denmark","male",61,2,3,9,8,8,7,5,6,7
938908,"DK","Denmark","male",15,1,NA,5,5,8,5,5,5,5
938916,"DK","Denmark","male",58,2,2,9,9,9,7,8,2,2
938932,"DK","Denmark","female",34,1,10,8,7,7,6,6,7,7
938940,"DK","Denmark","female",17,1,10,4,6,4,3,5,7,6
938958,"DK","Denmark","male",27,1,10,9,9,10,9,7,10,10
938966,"DK","Denmark","male",71,1,4,7,8,9,6,7,7,8
938974,"DK","Denmark","female",39,3,6,6,9,9,7,7,6,8
939001,"DK","Denmark","male",40,1,9,8,8,8,8,8,7,6
939019,"DK","Denmark","male",34,2,2,8,0,7,3,5,5,5
939051,"DK","Denmark","female",48,1,3,2,8,9,4,2,NA,6
939093,"DK","Denmark","female",80,2,2,4,8,8,3,3,NA,0
939116,"DK","Denmark","female",33,1,2,2,0,7,2,2,2,2
939124,"DK","Denmark","female",71,1,2,4,5,0,2,8,0,0
939132,"DK","Denmark","female",54,2,3,8,9,8,NA,NA,NA,6
939140,"DK","Denmark","male",25,2,NA,8,8,10,8,7,7,6
939174,"DK","Denmark",NA,36,1,7,10,10,10,9,9,10,10
939182,"DK","Denmark","male",49,1,8,9,9,9,8,8,7,7
939190,"DK","Denmark","female",80,1,2,6,8,10,2,2,8,8
939239,"DK","Denmark","female",51,2,NA,3,8,8,5,5,NA,9
939271,"DK","Denmark","female",68,1,3,3,6,6,3,3,3,4
939297,"DK","Denmark","female",75,1,6,10,7,10,7,7,6,8
939302,"DK","Denmark","female",100,2,NA,NA,8,9,NA,8,NA,8
939344,"DK","Denmark","male",70,1,7,9,9,8,6,8,7,10
939360,"DK","Denmark","female",23,2,1,NA,NA,8,NA,NA,NA,NA
939386,"DK","Denmark","male",22,1,2,8,10,9,8,7,9,9
939433,"DK","Denmark","male",66,1,10,3,9,9,3,4,4,9
939441,"DK","Denmark","male",23,2,2,8,8,8,7,7,NA,8
939459,"DK","Denmark","male",48,3,2,5,3,6,3,5,6,6
939467,"DK","Denmark","male",69,2,2,2,2,10,0,5,2,5
939483,"DK","Denmark","female",35,1,6,8,9,10,7,4,5,7
939491,"DK","Denmark","male",16,1,NA,6,4,5,8,10,9,7
939506,"DK","Denmark",NA,28,1,2,4,6,6,3,8,4,1
939530,"DK","Denmark","female",31,2,4,8,9,9,5,8,7,9
939556,"DK","Denmark","male",29,1,6,4,8,9,3,3,5,7
939603,"DK","Denmark","female",51,1,NA,8,8,8,7,7,4,7
939611,"DK","Denmark","male",69,1,7,10,10,10,7,7,7,10
939629,"DK","Denmark","female",60,1,5,3,7,8,4,4,2,6
939637,"DK","Denmark","female",18,3,1,8,8,10,7,7,7,7
939653,"DK","Denmark","female",32,2,5,5,8,4,3,5,3,6
939661,"DK","Denmark","female",52,1,8,2,6,8,3,2,2,4
939700,"DK","Denmark","male",41,1,8,9,10,10,8,6,8,10
939718,"DK","Denmark","female",78,2,1,8,10,10,5,10,0,10
939742,"DK","Denmark","male",67,1,9,9,9,7,6,5,4,6
939784,"DK","Denmark","female",58,2,3,8,9,9,7,8,7,8
939792,"DK","Denmark","female",59,1,NA,3,0,5,0,0,0,0
939807,"DK","Denmark","female",60,1,5,5,9,9,6,4,5,8
939865,"DK","Denmark","male",17,1,2,6,9,9,4,4,5,7
939873,"DK","Denmark","male",25,2,3,0,6,7,0,0,0,3
939881,"DK","Denmark","female",44,1,NA,5,7,5,5,6,6,5
939899,"DK","Denmark","female",15,2,6,7,7,8,8,7,8,7
939904,"DK","Denmark","female",86,1,4,5,10,10,6,5,3,3
939920,"DK","Denmark","female",26,2,2,3,8,9,2,3,3,6
939938,"DK","Denmark","female",36,1,9,8,9,8,6,6,5,7
939946,"DK","Denmark","male",18,1,5,8,6,7,5,6,4,7
939970,"DK","Denmark","male",53,1,9,9,8,9,8,8,6,6
940026,"DK","Denmark",NA,15,1,NA,6,6,5,5,6,6,5
940034,"DK","Denmark","male",72,2,3,9,9,10,5,5,5,2
940042,"DK","Denmark","male",60,1,6,5,7,6,4,4,2,7
940050,"DK","Denmark","female",15,1,NA,10,10,10,10,10,10,10
940076,"DK","Denmark","female",16,1,NA,8,3,5,6,5,7,6
940084,"DK","Denmark",NA,34,1,9,10,10,10,10,10,6,9
940107,"DK","Denmark","male",19,1,10,7,8,8,6,8,8,8
940149,"DK","Denmark","male",58,2,4,3,1,3,1,0,0,6
940165,"DK","Denmark","female",76,2,NA,7,9,9,7,8,10,8
940173,"DK","Denmark","male",82,1,3,8,9,8,8,8,7,8
940199,"DK","Denmark","female",52,1,9,6,6,7,5,5,4,4
940246,"DK","Denmark","female",54,1,9,6,8,7,4,7,1,5
940254,"DK","Denmark","male",27,2,2,7,8,8,6,6,8,9
940288,"DK","Denmark","female",60,1,NA,7,8,8,7,5,5,7
940296,"DK","Denmark","male",34,2,6,9,7,7,8,8,5,7
940301,"DK","Denmark","male",57,1,7,7,5,5,6,6,5,7
940319,"DK","Denmark","female",38,2,5,4,5,8,2,2,5,NA
940335,"DK","Denmark","female",15,NA,NA,1,1,2,1,1,0,0
940343,"DK","Denmark","male",47,1,6,7,9,8,7,7,6,6
940351,"DK","Denmark",NA,35,3,1,1,NA,5,3,2,3,5
940369,"DK","Denmark","male",65,2,5,9,9,7,7,8,9,8
940377,"DK","Denmark","male",30,3,5,5,10,8,3,8,10,10
940385,"DK","Denmark","female",21,1,NA,8,9,0,8,8,0,10
940416,"DK","Denmark","male",20,1,10,7,6,8,5,5,7,7
940424,"DK","Denmark","female",78,1,8,9,10,7,7,8,7,8
940440,"DK","Denmark","male",18,1,NA,7,8,9,6,5,6,6
940458,"DK","Denmark","female",78,1,NA,1,7,10,4,3,NA,5
940466,"DK","Denmark","male",27,1,2,7,9,6,4,4,8,5
940490,"DK","Denmark","male",22,1,4,7,10,10,8,8,8,8
940505,"DK","Denmark","female",82,1,3,7,8,8,7,7,5,8
940539,"DK","Denmark","male",81,1,9,6,10,8,5,2,0,10
940547,"DK","Denmark","male",71,1,NA,10,10,10,8,8,NA,10
940571,"DK","Denmark",NA,59,1,8,2,8,6,2,2,3,5
940628,"DK","Denmark","male",37,2,4,7,4,9,6,6,4,6
940644,"DK","Denmark",NA,50,3,2,8,9,10,7,8,6,6
940652,"DK","Denmark","female",60,2,4,9,10,10,8,8,NA,7
940660,"DK","Denmark","female",63,2,4,4,4,5,3,4,4,4
940678,"DK","Denmark","female",64,2,3,5,NA,8,4,NA,3,3
940686,"DK","Denmark","female",27,3,1,6,8,7,3,6,9,9
940694,"DK","Denmark","male",37,1,9,8,9,6,6,7,6,7
940717,"DK","Denmark","female",42,2,6,8,8,10,8,5,5,8
940725,"DK","Denmark","female",60,1,8,2,3,5,6,4,4,6
940733,"DK","Denmark","male",38,1,10,6,8,9,5,6,4,8
940759,"DK","Denmark","female",16,1,NA,5,5,7,7,7,NA,NA
940775,"DK","Denmark","female",67,1,7,6,7,6,4,5,4,6
940783,"DK","Denmark","male",60,1,7,8,8,7,5,4,3,8
940806,"DK","Denmark","female",41,1,8,6,8,7,5,5,4,7
940822,"DK","Denmark","male",70,1,4,8,9,8,6,7,5,8
940830,"DK","Denmark","female",67,1,5,3,7,8,3,7,2,5
940848,"DK","Denmark","female",67,2,4,2,8,5,2,2,3,5
940856,"DK","Denmark","female",53,1,6,8,9,9,8,6,8,9
940864,"DK","Denmark","female",43,2,4,1,8,9,3,3,4,8
940880,"DK","Denmark","male",57,1,7,4,8,7,4,5,5,5
940898,"DK","Denmark","male",87,1,4,10,10,10,7,7,7,7
940903,"DK","Denmark","male",35,1,10,9,8,8,9,8,NA,9
940945,"DK","Denmark","male",45,2,6,6,6,7,5,4,3,3
940979,"DK","Denmark","male",49,1,10,3,8,8,4,2,2,4
940987,"DK","Denmark","female",59,1,10,9,9,9,9,9,6,6
941014,"DK","Denmark","male",53,2,7,7,9,9,6,6,5,7
941030,"DK","Denmark","male",40,1,10,8,8,6,4,5,6,9
941103,"DK","Denmark",NA,84,2,1,5,7,8,2,NA,2,2
941129,"DK","Denmark","male",21,3,4,3,7,6,4,4,6,6
941153,"DK","Denmark","male",63,1,8,6,6,5,5,3,3,3
941179,"DK","Denmark",NA,62,4,8,2,6,7,0,0,1,1
941195,"DK","Denmark","male",22,1,NA,6,7,7,7,7,6,6
941200,"DK","Denmark","male",29,1,7,3,7,8,2,3,5,7
941226,"DK","Denmark","male",57,2,5,7,8,9,7,6,6,8
941242,"DK","Denmark","male",66,2,3,5,8,9,5,5,4,6
941268,"DK","Denmark","female",44,1,7,7,8,6,6,6,7,8
941284,"DK","Denmark","female",62,1,4,7,7,7,7,7,7,7
941307,"DK","Denmark","male",22,1,1,8,8,7,6,7,8,8
941323,"DK","Denmark","male",69,1,9,7,9,9,5,5,4,6
941331,"DK","Denmark","female",30,2,4,8,9,8,4,5,5,8
941365,"DK","Denmark",NA,54,1,6,7,10,10,6,8,9,10
941373,"DK","Denmark","male",22,1,8,2,2,0,2,2,2,NA
941412,"DK","Denmark","female",24,2,4,6,4,8,6,7,NA,8
941420,"DK","Denmark","female",69,2,NA,6,9,9,6,6,6,8
941438,"DK","Denmark","male",56,2,7,3,6,8,2,1,0,3
941470,"DK","Denmark","female",59,1,7,8,9,6,7,8,8,9
941501,"DK","Denmark","male",77,3,2,3,9,10,1,5,0,10
941519,"DK","Denmark","female",57,2,4,2,5,7,0,3,0,8
941535,"DK","Denmark","female",26,3,1,6,9,9,3,3,5,6
941543,"DK","Denmark","male",39,1,6,7,7,8,7,7,5,8
941551,"DK","Denmark","male",58,2,3,5,5,10,3,3,1,7
941569,"DK","Denmark","female",28,1,10,9,9,10,6,6,8,8
941577,"DK","Denmark","female",49,1,9,2,7,7,0,1,NA,8
941585,"DK","Denmark","female",22,1,7,5,5,7,3,3,6,6
941608,"DK","Denmark","female",51,1,6,10,10,8,5,5,7,7
941640,"DK","Denmark","male",56,1,10,10,9,7,7,8,8,7
941674,"DK","Denmark","male",77,1,1,7,10,8,7,6,3,3
941721,"DK","Denmark","female",88,1,1,10,8,8,10,8,8,8
941739,"DK","Denmark","female",30,1,10,7,10,10,5,5,7,8
941747,"DK","Denmark","female",59,2,1,0,5,5,0,0,0,10
941755,"DK","Denmark","male",60,1,5,8,8,8,8,5,8,10
941763,"DK","Denmark","male",16,1,5,4,9,10,2,4,6,8
941771,"DK","Denmark","female",58,1,7,5,9,8,3,3,4,4
941797,"DK","Denmark",NA,58,1,9,0,5,7,0,0,0,7
941802,"DK","Denmark","female",72,1,4,7,9,9,4,3,4,6
941828,"DK","Denmark","male",69,2,2,8,10,10,1,2,2,3
941844,"DK","Denmark",NA,88,1,3,5,5,6,2,1,4,4
941860,"DK","Denmark","female",35,1,10,7,8,9,8,8,8,8
941878,"DK","Denmark","male",29,1,8,8,9,9,7,7,5,6
941886,"DK","Denmark","female",46,1,5,4,9,9,3,3,3,5
941894,"DK","Denmark","male",37,1,10,4,8,9,5,5,5,7
941909,"DK","Denmark","female",64,1,10,9,10,10,7,7,9,10
941917,"DK","Denmark","female",53,1,5,2,3,5,3,3,2,2
941959,"DK","Denmark","male",35,2,2,2,1,8,2,2,2,NA
941975,"DK","Denmark","female",53,1,9,5,9,10,5,4,3,4
941983,"DK","Denmark","male",63,2,7,3,8,10,3,10,1,8
941991,"DK","Denmark","female",44,1,8,5,10,10,5,5,8,8
942010,"DK","Denmark","female",62,2,5,5,4,5,3,3,2,4
942036,"DK","Denmark","female",47,1,9,2,6,6,2,3,4,4
942044,"DK","Denmark","male",17,1,1,6,7,8,7,8,NA,7
942078,"DK","Denmark","male",39,1,8,7,9,10,6,6,4,7
942086,"DK","Denmark","female",52,1,6,6,9,10,6,6,6,NA
942094,"DK","Denmark","male",85,1,1,7,4,7,5,6,3,3
942117,"DK","Denmark","female",39,1,10,7,9,9,6,6,6,6
942141,"DK","Denmark","female",51,1,5,3,6,6,4,4,2,3
942175,"DK","Denmark","female",22,3,3,1,5,3,1,2,5,2
942183,"DK","Denmark","female",45,2,6,5,5,7,7,7,5,5
942230,"DK","Denmark","male",67,2,2,2,8,4,4,5,5,8
942248,"DK","Denmark","male",45,1,8,5,8,8,4,4,4,7
942256,"DK","Denmark",NA,68,2,1,1,3,8,NA,NA,0,0
942264,"DK","Denmark","female",26,2,3,10,10,8,8,8,9,10
942280,"DK","Denmark",NA,64,2,3,9,10,8,8,8,8,8
942298,"DK","Denmark","male",34,1,8,9,10,9,7,7,8,8
942337,"DK","Denmark","female",55,1,7,8,9,9,8,8,7,9
942361,"DK","Denmark","female",40,1,9,6,9,8,6,6,4,6
942395,"DK","Denmark",NA,69,1,NA,3,8,NA,0,0,NA,NA
942442,"DK","Denmark","male",53,1,10,9,9,8,7,7,7,6
942468,"DK","Denmark","male",53,1,7,4,7,7,4,4,3,5
942476,"DK","Denmark","female",33,3,2,5,7,8,4,4,5,4
942484,"DK","Denmark","male",46,2,NA,9,9,8,NA,NA,8,8
942492,"DK","Denmark","female",44,1,2,0,3,4,0,0,NA,NA
942515,"DK","Denmark","male",56,2,1,4,7,8,6,6,4,8
942531,"DK","Denmark","male",55,1,10,7,7,9,8,7,7,7
942557,"DK","Denmark","female",56,1,NA,5,5,8,3,3,0,0
942565,"DK","Denmark","female",30,1,7,8,8,8,6,7,8,8
942599,"DK","Denmark","female",57,2,7,7,8,8,7,6,6,7
942604,"DK","Denmark","male",45,2,7,8,8,7,5,5,6,8
942620,"DK","Denmark","female",47,3,2,0,4,9,5,3,0,4
942638,"DK","Denmark","male",36,2,NA,8,8,7,6,6,2,2
942662,"DK","Denmark","female",51,1,4,10,10,10,8,7,8,10
942701,"DK","Denmark","female",40,1,2,6,8,7,4,6,3,NA
942719,"DK","Denmark","female",33,1,10,8,9,10,6,6,8,8
942727,"DK","Denmark","male",45,2,4,8,9,8,5,6,4,4
942743,"DK","Denmark","male",56,1,6,0,7,9,0,0,1,7
942785,"DK","Denmark","male",63,1,6,9,10,8,7,7,7,7
942793,"DK","Denmark","male",31,1,9,5,8,9,2,4,3,8
942808,"DK","Denmark","female",58,1,6,7,8,8,6,6,3,8
942816,"DK","Denmark","male",40,2,4,3,6,8,4,4,5,5
942824,"DK","Denmark","male",89,1,5,0,3,2,0,0,0,4
942840,"DK","Denmark","female",49,4,2,5,8,10,3,3,NA,8
942866,"DK","Denmark","female",47,2,6,6,8,10,4,2,2,2
942874,"DK","Denmark","female",83,1,4,3,3,8,3,3,3,3
942890,"DK","Denmark","male",19,1,9,6,8,1,7,6,6,9
942913,"DK","Denmark","male",35,2,5,8,8,9,7,7,5,7
942939,"DK","Denmark","male",52,1,8,10,7,10,6,3,3,5
942947,"DK","Denmark","male",67,2,4,9,9,8,7,7,5,7
942955,"DK","Denmark","male",24,1,2,6,8,8,6,6,6,7
942963,"DK","Denmark","male",62,1,NA,0,5,0,0,0,0,0
943008,"DK","Denmark","female",74,2,2,6,6,6,2,2,4,2
943016,"DK","Denmark","male",53,2,10,4,6,4,3,3,2,3
943040,"DK","Denmark","male",37,1,8,9,10,10,5,6,8,9
943058,"DK","Denmark","male",50,1,7,7,8,8,6,7,7,7
943066,"DK","Denmark","male",39,2,4,5,6,6,4,3,4,5
943082,"DK","Denmark","male",49,2,6,7,10,9,4,5,5,8
943090,"DK","Denmark","female",50,1,5,2,6,6,2,2,2,6
943105,"DK","Denmark","male",57,1,9,8,5,7,8,6,6,7
943121,"DK","Denmark","female",68,1,NA,5,10,10,5,5,2,7
943147,"DK","Denmark","male",18,2,NA,3,6,8,3,3,2,1
943155,"DK","Denmark","female",64,1,9,8,10,10,7,3,6,10
943171,"DK","Denmark","male",29,1,9,4,9,10,2,2,2,7
943210,"DK","Denmark","male",40,2,7,5,7,5,4,4,6,6
943236,"DK","Denmark","female",68,2,2,5,6,7,7,7,6,6
943260,"DK","Denmark",NA,69,4,1,8,8,10,0,0,3,10
943278,"DK","Denmark","female",40,2,3,4,4,5,4,4,2,1
943286,"DK","Denmark","female",27,1,4,6,8,9,7,6,6,8
943294,"DK","Denmark","male",56,1,6,6,8,7,4,4,5,4
943309,"DK","Denmark","male",72,1,7,9,9,10,8,8,8,9
943317,"DK","Denmark","male",25,1,1,5,8,8,4,5,6,8
943325,"DK","Denmark","female",36,2,6,6,7,6,6,6,7,7
943333,"DK","Denmark","female",27,2,1,8,8,10,6,6,6,6
943341,"DK","Denmark","male",26,1,1,9,9,7,7,7,4,4
943367,"DK","Denmark","male",21,1,NA,6,8,8,5,5,2,7
943430,"DK","Denmark","female",41,1,10,8,8,8,4,5,8,4
943448,"DK","Denmark","male",20,2,NA,6,8,9,7,7,8,8
943464,"DK","Denmark","male",71,1,6,8,8,8,8,8,5,8
943480,"DK","Denmark","male",84,2,3,5,4,6,0,0,0,5
943498,"DK","Denmark","male",44,1,10,5,8,7,5,6,5,6
943511,"DK","Denmark",NA,22,2,3,0,0,2,2,2,2,2
943529,"DK","Denmark","male",88,2,NA,5,8,8,5,6,2,2
943545,"DK","Denmark","male",61,2,4,5,5,5,4,4,3,3
943553,"DK","Denmark","male",43,1,5,6,9,9,6,8,7,7
943595,"DK","Denmark","female",30,2,5,7,9,9,6,6,7,7
943618,"DK","Denmark","male",55,1,5,9,10,9,7,7,7,7
943626,"DK","Denmark","male",26,2,1,5,5,6,4,4,6,5
943634,"DK","Denmark","male",37,2,8,8,8,7,6,6,5,6
943642,"DK","Denmark","female",57,1,6,5,4,3,5,4,2,3
943668,"DK","Denmark","male",68,1,7,4,7,7,6,8,2,4
943684,"DK","Denmark","male",85,1,6,8,10,10,8,8,8,8
943715,"DK","Denmark","female",68,1,3,5,9,9,5,1,7,9
943749,"DK","Denmark",NA,50,1,5,1,9,8,0,0,4,6
943757,"DK","Denmark","female",43,1,7,7,9,10,5,5,7,8
943765,"DK","Denmark","male",28,2,1,4,7,7,6,6,5,6
943773,"DK","Denmark","female",68,3,3,5,5,6,6,7,5,8
943846,"DK","Denmark","male",69,1,10,7,9,6,2,2,1,5
943896,"DK","Denmark","male",73,1,10,7,8,8,6,5,4,5
943927,"DK","Denmark","female",64,1,10,9,10,9,8,7,7,8
943951,"DK","Denmark","female",44,1,10,6,9,8,4,5,NA,7
943969,"DK","Denmark","male",74,2,4,6,9,8,7,7,6,7
943985,"DK","Denmark","male",39,1,10,6,8,7,4,3,5,5
943993,"DK","Denmark","male",86,1,4,3,7,7,4,3,3,4
944004,"DK","Denmark","male",54,1,10,8,9,9,4,5,0,9
944012,"DK","Denmark",NA,40,1,10,5,6,7,5,5,5,5
944020,"DK","Denmark","female",30,2,1,8,9,9,4,4,2,3
944046,"DK","Denmark","male",51,1,8,8,10,8,5,5,7,3
944062,"DK","Denmark","male",52,2,4,7,9,9,4,4,5,8
944070,"DK","Denmark","female",21,2,1,5,8,9,5,5,NA,NA
944088,"DK","Denmark","male",38,2,NA,2,5,2,0,0,0,5
944101,"DK","Denmark","female",49,1,6,8,9,9,7,5,5,7
944119,"DK","Denmark","female",24,2,4,7,3,5,2,2,NA,NA
944127,"DK","Denmark","female",62,1,5,5,8,8,6,6,7,9
944135,"DK","Denmark",NA,62,2,2,8,8,9,5,5,6,9
944193,"DK","Denmark","female",35,1,NA,6,8,8,5,5,5,7
944208,"DK","Denmark","male",30,2,1,7,8,9,7,7,7,8
944216,"DK","Denmark","male",72,1,NA,3,5,8,0,0,0,7
944258,"DK","Denmark","male",74,1,9,9,7,7,8,7,7,8
944266,"DK","Denmark","female",38,1,6,8,8,10,5,6,4,7
944313,"DK","Denmark",NA,85,1,NA,0,0,0,0,0,0,0
944347,"DK","Denmark","female",49,1,8,8,8,7,7,8,9,9
944355,"DK","Denmark",NA,63,2,2,2,2,4,0,6,7,5
944363,"DK","Denmark","female",46,1,8,6,7,7,4,5,5,5
944371,"DK","Denmark","male",32,3,4,2,3,1,3,0,3,3
944397,"DK","Denmark",NA,33,2,NA,5,5,6,4,4,5,5
944428,"DK","Denmark","male",50,1,6,8,9,9,4,6,5,7
944436,"DK","Denmark","male",67,1,7,8,8,9,5,5,5,8
944444,"DK","Denmark","male",31,1,8,3,9,7,0,0,0,3
944478,"DK","Denmark","male",66,1,6,7,9,8,5,6,6,7
944517,"DK","Denmark",NA,36,1,5,9,10,10,8,7,3,5
944525,"DK","Denmark","male",70,2,2,2,8,5,0,0,3,6
944541,"DK","Denmark","male",45,1,6,9,10,10,6,7,5,10
944567,"DK","Denmark","male",76,1,7,7,9,9,6,7,6,4
944575,"DK","Denmark","male",48,1,8,4,8,8,3,3,4,7
944591,"DK","Denmark","female",58,2,7,0,5,5,3,3,3,4
944606,"DK","Denmark","male",67,2,1,8,8,10,5,0,0,NA
944622,"DK","Denmark","female",46,1,10,4,9,9,4,4,3,5
944630,"DK","Denmark",NA,70,1,10,8,9,9,6,5,4,7
944648,"DK","Denmark","male",81,1,NA,8,8,2,2,6,7,8
944664,"DK","Denmark","female",67,1,9,6,8,8,6,5,5,5
944672,"DK","Denmark","male",38,1,7,9,9,8,7,7,7,9
944698,"DK","Denmark","male",15,1,NA,7,10,10,5,7,8,8
944711,"DK","Denmark","male",37,2,7,9,10,10,6,6,6,8
944729,"DK","Denmark","female",34,1,NA,6,6,8,6,6,8,8
944753,"DK","Denmark","male",48,1,6,5,7,8,4,4,4,5
944779,"DK","Denmark","male",69,2,2,8,7,6,4,4,0,7
944787,"DK","Denmark","male",35,NA,NA,6,10,10,6,6,3,7
944818,"DK","Denmark","male",46,2,8,7,7,8,6,6,6,7
944826,"DK","Denmark","female",43,2,8,2,7,9,4,4,4,6
944876,"DK","Denmark","female",64,1,7,8,8,8,6,6,NA,8
944923,"DK","Denmark","female",22,1,2,7,8,7,5,0,7,9
944931,"DK","Denmark","male",24,1,1,4,8,8,4,4,7,6
944949,"DK","Denmark","male",38,1,10,3,7,9,1,3,4,6
944999,"DK","Denmark","female",60,1,3,3,3,4,4,4,4,3
945018,"DK","Denmark","male",57,1,10,9,10,7,6,6,5,5
945026,"DK","Denmark","female",59,2,4,7,5,8,7,6,4,5
945034,"DK","Denmark","female",72,1,2,6,8,8,4,4,4,7
945042,"DK","Denmark","male",52,1,10,7,8,9,7,6,5,6
945068,"DK","Denmark","male",52,2,1,6,2,7,4,4,1,8
945076,"DK","Denmark",NA,65,1,7,8,9,8,6,6,7,9
945084,"DK","Denmark","male",71,4,2,6,7,7,7,7,5,6
945092,"DK","Denmark","male",18,1,NA,8,9,9,8,8,9,9
945107,"DK","Denmark","female",60,2,1,0,10,10,0,0,0,0
945149,"DK","Denmark","female",31,2,7,6,8,9,6,4,2,8
945212,"DK","Denmark",NA,67,1,4,4,3,7,3,3,3,NA
945220,"DK","Denmark","female",62,1,NA,5,7,9,2,4,4,7
945262,"DK","Denmark","female",62,2,6,5,8,8,4,4,8,6
945296,"DK","Denmark","male",48,1,6,9,10,10,5,5,3,5
945301,"DK","Denmark","male",42,1,10,8,10,10,5,5,6,8
945319,"DK","Denmark","female",23,2,2,8,8,8,7,8,7,8
945369,"DK","Denmark","female",23,1,4,5,3,7,6,6,6,6
945466,"DK","Denmark","male",69,1,7,9,9,9,5,6,8,7
945521,"DK","Denmark","male",65,1,8,10,9,9,6,8,9,10
945555,"DK","Denmark","female",18,1,NA,8,9,10,4,4,6,10
945563,"DK","Denmark","female",64,1,9,7,8,8,1,2,3,3
